student_id,full_name,email,age,course_name,year_of_study,timetable_group,commute_minutes,study_hours_per_week,sleep_hours_avg,attendance_rate,campus_visits_per_week,lms_logins_per_week,library_visits_per_week,avg_assignment_score,avg_quiz_score,events_interested_count,societies_joined_count,society_events_interested_count,helpdesk_messages_count,lost_found_reports_count,high_contrast_enabled,text_scale,notifications_enabled,part_time_job_hours,late_submissions_count,engagement_score,wellbeing_score,risk_score,target_at_risk,target_performance_band,estimated_final_mark
STU0118,Miss Alison Ansboro,miss.alison.ansboro118@fictional-campus.test,19,Data Analytics,1,G1,42,10,7.9,67.6,3,28,2,35.1,73.6,3,4,3,0,1,False,base,False,21,4,16.2,79.9,76.5,True,Low,48.2
STU0119,Sara Downing,sara.downing119@fictional-campus.test,20,Economics and Finance,1,G3,41,18,9.5,86.7,2,26,3,84.4,81.3,2,2,3,0,0,False,base,True,0,0,14.6,99.8,36.0,False,High,78.0
STU0120,Dr. Cormac Neary,dr..cormac.neary120@fictional-campus.test,18,Marketing,2,G2,49,21,4.7,86.5,1,27,5,57.7,56.3,1,1,3,1,0,False,base,False,0,1,5.1,35.5,55.5,True,Low,54.4
STU0121,Orlaigh Mulcair,orlaigh.mulcair121@fictional-campus.test,18,Business Studies,3,G2,20,22,6.6,74.5,1,36,8,68.0,70.3,1,3,8,0,0,False,sm,True,0,0,9.0,47.9,50.0,False,Medium,64.6
STU0122,Adele Dermody,adele.dermody122@fictional-campus.test,22,Business Studies,1,G3,52,8,7.1,75.5,1,12,5,28.0,53.5,1,2,3,0,0,False,sm,True,13,4,6.5,59.9,84.7,True,Low,37.0
STU0123,Conchur Torpey,conchur.torpey123@fictional-campus.test,21,Computer Science,1,G3,42,17,6.6,82.7,2,34,6,64.3,67.9,6,3,8,0,0,False,lg,True,14,2,16.4,48.8,56.2,True,Medium,55.1
STU0124,Joseph Waldron,joseph.waldron124@fictional-campus.test,20,Computer Science,4,G3,55,18,6.6,90.7,5,31,4,62.3,68.1,4,1,3,0,0,False,sm,True,0,0,7.9,46.7,49.2,False,Medium,66.1
STU0125,Luke Dordan,luke.dordan125@fictional-campus.test,19,Data Analytics,1,G3,59,13,5.5,65.9,4,22,1,51.3,64.3,7,2,6,2,0,False,base,True,0,2,6.9,50.7,58.4,True,Low,47.3
STU0126,Hamish McElhattin,hamish.mcelhattin126@fictional-campus.test,18,Psychology,1,G3,5,22,7.7,81.8,5,30,3,59.3,94.1,3,2,6,0,0,False,base,False,3,3,16.6,70.5,55.0,True,High,72.2
STU0127,Mr. Johnny Hanlon,mr..johnny.hanlon127@fictional-campus.test,22,Law,3,G3,64,13,8.3,65.1,6,19,6,51.1,45.5,8,1,5,0,0,True,base,True,12,0,16.5,74.8,52.5,True,Low,51.3
STU0128,Mr. Caomhan McCollam,mr..caomhan.mccollam128@fictional-campus.test,21,Economics and Finance,1,G1,9,12,6.4,70.0,4,32,3,50.7,78.4,3,1,2,0,0,False,base,False,5,1,10.9,51.5,47.0,False,Low,50.2
STU0129,Dr. Tristan Fennell,dr..tristan.fennell129@fictional-campus.test,20,Data Analytics,4,G1,58,20,5.7,84.0,2,27,3,58.4,65.3,4,0,0,0,0,False,base,True,19,2,9.9,37.0,64.0,True,Medium,55.8
STU0130,Cory Garry,cory.garry130@fictional-campus.test,20,Business Studies,1,G2,33,8,6.0,96.3,4,13,6,56.5,57.5,6,0,1,0,0,False,base,True,0,0,5.9,74.2,35.7,False,Low,52.7
STU0131,Alana Gavigan,alana.gavigan131@fictional-campus.test,21,Economics and Finance,1,G2,5,16,5.9,81.5,3,36,3,46.3,53.1,2,2,4,2,0,False,base,True,20,1,10.1,59.8,73.4,True,Low,48.0
STU0132,Miss Savannah Mellet,miss.savannah.mellet132@fictional-campus.test,18,Marketing,3,G2,41,19,6.4,71.1,1,32,8,47.1,73.8,4,3,6,0,0,False,base,True,0,2,10.4,67.0,55.3,True,Medium,56.2
STU0133,Mr. Fintan Finneran,mr..fintan.finneran133@fictional-campus.test,17,Computer Science,3,G3,82,20,6.3,78.1,6,27,10,49.9,83.6,3,2,6,0,0,False,lg,True,7,3,8.3,57.2,59.5,True,Medium,60.6
STU0134,Mr. Karl Campbell,mr..karl.campbell134@fictional-campus.test,24,Business Studies,1,G1,41,10,6.6,81.4,4,12,4,56.8,34.9,9,2,4,1,0,False,sm,True,0,0,6.1,58.5,56.3,True,Low,49.4
STU0135,Dr. Collette Grennan,dr..collette.grennan135@fictional-campus.test,19,Marketing,2,G2,61,14,6.7,81.1,4,20,4,50.7,62.5,3,0,3,1,0,False,base,False,0,0,11.8,52.0,45.6,False,Low,49.6
STU0136,Dr. Faith Lysaght,dr..faith.lysaght136@fictional-campus.test,23,Psychology,2,G1,45,14,6.7,76.0,5,32,2,43.4,61.6,3,3,4,0,0,False,base,True,22,4,11.4,50.6,72.1,True,Low,54.9
STU0137,Ms. Connie Branaola,ms..connie.branaola137@fictional-campus.test,21,Law,1,G3,19,13,5.5,73.0,1,26,6,40.9,62.1,2,1,6,0,1,False,base,True,17,2,10.0,52.8,77.2,True,Low,45.3
STU0138,Mr. Kirk Macrea,mr..kirk.macrea138@fictional-campus.test,20,Economics and Finance,1,G3,60,11,8.4,92.5,4,28,5,60.0,70.0,7,0,4,1,0,False,lg,True,8,0,7.4,64.6,43.8,False,Medium,63.2
STU0139,Brendan Lacy-McCaul,brendan.lacy.mccaul139@fictional-campus.test,18,Law,1,G1,58,18,7.6,90.4,4,25,3,68.3,80.1,2,0,0,0,0,False,base,False,0,2,5.0,44.9,57.3,True,Medium,62.9
STU0140,Dr. Robert Magill,dr..robert.magill140@fictional-campus.test,22,Law,4,G1,7,8,8.0,81.0,2,13,4,63.0,73.4,2,1,2,0,0,False,base,True,6,0,5.0,72.7,43.1,False,Medium,64.0
STU0141,Chris Keogan,chris.keogan141@fictional-campus.test,20,Economics and Finance,3,G3,31,17,6.5,86.7,2,28,2,44.2,70.5,2,1,5,0,0,False,base,True,0,3,6.6,66.3,62.0,True,Low,54.5
STU0142,Shea Kerwick,shea.kerwick142@fictional-campus.test,19,Engineering,1,G1,85,12,5.3,67.1,2,16,3,37.7,61.9,5,2,7,0,1,False,base,True,0,0,6.0,39.4,59.5,True,Low,44.7
STU0143,Cathal Mulroy,cathal.mulroy143@fictional-campus.test,19,Data Analytics,3,G2,38,10,6.1,91.2,4,22,5,44.2,71.9,3,2,3,0,1,True,sm,True,0,4,11.8,60.1,61.1,True,Low,46.5
STU0144,Rebecca MacElgunn,rebecca.macelgunn144@fictional-campus.test,21,Law,2,G3,84,22,7.6,87.3,6,22,5,69.0,78.1,5,1,1,0,0,False,base,True,0,1,9.1,49.5,50.9,False,Medium,68.6
STU0145,Madison Sayers,madison.sayers145@fictional-campus.test,22,Computer Science,2,G3,65,8,5.5,84.1,6,25,2,32.4,55.8,5,2,5,0,0,False,lg,False,0,4,5.0,35.0,70.7,True,Low,43.3
STU0146,Keelan Givern,keelan.givern146@fictional-campus.test,20,Psychology,3,G1,5,14,7.1,74.5,3,16,3,47.4,66.0,5,0,1,1,0,False,base,True,18,1,5.0,55.8,61.0,True,Low,43.0
STU0147,Bailey Mulvin-Aherne,bailey.mulvin.aherne147@fictional-campus.test,19,Marketing,1,G1,52,12,7.2,97.9,3,29,3,56.2,49.6,3,0,2,0,0,False,base,False,0,1,8.6,69.4,44.4,False,Low,54.3
STU0148,Shannen Tehan,shannen.tehan148@fictional-campus.test,18,Engineering,2,G3,70,19,7.2,100.0,5,33,5,72.5,82.3,5,1,1,1,0,False,base,True,0,0,8.1,63.1,36.9,False,Medium,68.3
STU0149,Mr. Jonathon Mullen,mr..jonathon.mullen149@fictional-campus.test,20,Psychology,1,G1,75,13,7.6,69.5,2,26,7,46.9,62.3,3,0,4,1,1,False,base,True,12,3,8.0,63.0,71.7,True,Low,51.2
STU0150,Jaime MacEver,jaime.macever150@fictional-campus.test,23,Computer Science,1,G2,58,13,7.9,71.5,3,26,3,64.3,67.6,2,0,0,0,0,False,base,True,5,1,5.0,72.4,57.4,True,Medium,56.0
STU0151,Mr. Graeme Rowe,mr..graeme.rowe151@fictional-campus.test,25,Engineering,2,G3,5,20,7.8,87.3,6,26,4,77.2,72.4,8,0,5,0,0,False,lg,True,6,0,5.7,71.4,41.7,False,High,77.2
STU0152,Kyle MacWilliams-McQuaid,kyle.macwilliams.mcquaid152@fictional-campus.test,20,Economics and Finance,1,G2,71,1,6.5,66.6,5,10,2,46.9,32.7,8,1,3,0,0,True,base,False,0,2,7.5,50.7,77.2,True,Low,38.5
STU0153,Miss Kristina Doran,miss.kristina.doran153@fictional-campus.test,21,Psychology,2,G3,58,13,6.2,60.6,3,27,5,41.6,54.8,3,2,7,0,0,False,base,True,16,1,18.2,58.1,61.0,True,Low,47.1
STU0154,Lloyd McGowern,lloyd.mcgowern154@fictional-campus.test,19,Engineering,1,G1,15,12,5.6,87.3,2,18,5,47.7,67.3,1,1,2,0,0,False,base,True,0,1,5.6,41.4,49.2,False,Medium,56.2
STU0155,Mr. Travis Lucey,mr..travis.lucey155@fictional-campus.test,27,Economics and Finance,1,G1,39,16,6.9,81.3,4,18,6,55.7,70.0,3,1,3,0,1,False,base,True,0,2,7.7,62.0,53.7,False,Medium,64.6
STU0156,Kirsty Adams,kirsty.adams156@fictional-campus.test,20,Psychology,1,G1,36,16,8.5,91.1,1,34,6,68.2,74.1,3,1,0,0,0,False,base,True,0,3,8.3,78.1,51.6,False,Medium,61.4
STU0157,George Hanlon-Mullaly,george.hanlon.mullaly157@fictional-campus.test,20,Marketing,1,G1,12,11,6.8,66.2,3,20,2,41.7,48.0,7,1,5,0,0,True,base,True,10,2,16.6,62.0,62.6,True,Low,39.2
STU0158,Dr. Morgan Neary,dr..morgan.neary158@fictional-campus.test,19,Economics and Finance,2,G2,66,11,6.5,66.1,3,26,5,45.9,42.3,2,2,4,0,0,False,base,True,10,1,7.7,50.0,61.6,True,Low,40.5
STU0159,Natasha Haren,natasha.haren159@fictional-campus.test,18,Engineering,1,G3,14,14,6.3,79.8,3,33,6,47.5,62.2,7,3,7,1,0,False,base,True,7,2,19.3,80.4,58.8,True,Low,54.1
STU0160,Julie-Anne Freeley,julie.anne.freeley160@fictional-campus.test,24,Computer Science,2,G3,66,20,7.5,94.6,3,21,5,71.4,83.4,5,2,5,2,0,True,base,True,7,1,14.1,78.4,38.7,False,High,73.0
STU0161,Mr. Geoffrey Setrick,mr..geoffrey.setrick161@fictional-campus.test,21,Data Analytics,2,G3,18,8,7.3,75.4,4,24,3,43.4,62.5,3,2,6,0,0,False,base,True,0,3,5.0,68.1,75.9,True,Low,45.4
STU0162,Dr. Calvin Hishon,dr..calvin.hishon162@fictional-campus.test,22,Law,2,G3,49,21,8.6,100.0,3,38,9,81.0,88.7,3,2,3,0,0,True,base,True,0,0,11.8,91.5,24.5,False,High,77.4
STU0163,Dr. Eamonn Green,dr..eamonn.green163@fictional-campus.test,18,Data Analytics,3,G1,5,18,6.5,100.0,5,29,3,52.9,69.8,6,0,0,3,0,False,base,True,0,2,5.5,67.8,49.0,False,Medium,56.4
STU0164,Alister Casey,alister.casey164@fictional-campus.test,20,Marketing,1,G3,67,13,6.0,80.0,4,27,3,41.0,61.9,5,2,6,2,0,True,base,True,13,2,10.6,46.2,57.8,True,Low,44.6
STU0165,Neil Cooke,neil.cooke165@fictional-campus.test,19,Computer Science,1,G2,19,22,8.3,78.4,4,30,6,76.6,74.9,2,4,3,0,0,True,base,True,4,1,12.1,100.0,45.4,False,High,77.0
STU0166,Jamie-Leigh Gorevan,jamie.leigh.gorevan166@fictional-campus.test,23,Economics and Finance,1,G1,22,12,8.1,86.2,1,20,2,57.3,59.3,2,3,6,0,0,False,base,True,0,2,5.0,82.6,58.1,True,Medium,58.0
STU0167,Dr. Katherine McNicholas,dr..katherine.mcnicholas167@fictional-campus.test,22,Data Analytics,3,G1,29,25,4.9,93.0,4,27,7,69.0,75.3,6,2,7,0,0,False,base,True,0,0,10.7,37.4,54.0,False,High,70.9
STU0168,Conan Baker,conan.baker168@fictional-campus.test,18,Law,3,G1,39,27,6.2,88.0,5,42,4,60.6,75.1,5,2,2,0,0,False,base,True,16,1,12.7,51.8,54.6,False,Medium,68.1
STU0169,Mr. Lorcan Hasty,mr..lorcan.hasty169@fictional-campus.test,25,Business Studies,1,G1,26,9,7.2,85.3,3,21,2,54.0,64.9,6,1,8,0,0,False,base,True,0,3,11.0,78.2,55.1,True,Low,52.2
STU0170,Piaras O'Hegarty,piaras.ohegarty170@fictional-campus.test,21,Marketing,2,G2,23,22,7.8,75.7,3,29,4,55.7,76.0,5,2,6,0,1,False,lg,True,20,2,16.2,63.0,57.2,True,Medium,56.6
STU0171,Ryan Johnstone,ryan.johnstone171@fictional-campus.test,24,Marketing,1,G1,10,9,6.8,61.3,3,15,1,42.7,57.9,5,1,0,1,0,False,lg,True,18,2,6.2,40.3,77.5,True,Low,46.6
STU0172,Mrs. Jody Duane,mrs..jody.duane172@fictional-campus.test,19,Law,2,G1,24,12,5.0,81.4,3,22,1,46.1,74.8,2,0,1,1,0,False,lg,False,0,1,5.2,38.8,51.7,False,Low,53.6
STU0173,Dr. Rian Wilson,dr..rian.wilson173@fictional-campus.test,22,Data Analytics,1,G3,12,18,4.6,82.5,5,33,4,55.9,76.5,4,1,4,0,0,False,base,True,5,0,13.9,37.5,41.4,False,Low,53.8
STU0174,Eloise Neehan-Rogerson,eloise.neehan.rogerson174@fictional-campus.test,21,Economics and Finance,2,G2,53,16,8.3,71.3,3,24,2,57.9,80.8,3,0,0,1,0,False,sm,False,0,0,10.4,75.5,49.0,False,Medium,67.7
STU0175,Siofra Trenor,siofra.trenor175@fictional-campus.test,21,Business Studies,4,G3,5,15,7.7,84.5,5,19,6,56.1,75.3,5,2,4,0,0,False,base,True,0,0,11.9,64.4,30.8,False,Medium,64.3
STU0176,Vanessa Finnegan,vanessa.finnegan176@fictional-campus.test,21,Data Analytics,1,G3,40,17,7.0,47.7,3,23,6,28.0,59.8,6,0,0,0,0,False,sm,False,16,4,5.0,55.7,89.9,True,Low,38.7
STU0177,Dr. Joanna Kenlan,dr..joanna.kenlan177@fictional-campus.test,19,Computer Science,1,G3,6,11,7.7,90.3,5,23,3,57.1,74.6,7,0,0,0,0,False,base,False,2,1,5.0,78.6,45.6,False,Medium,55.6
STU0178,Mr. Zach Kirke,mr..zach.kirke178@fictional-campus.test,21,Economics and Finance,1,G3,28,9,8.9,75.0,4,16,2,72.1,66.5,6,2,7,0,0,False,base,False,0,0,5.8,95.3,39.2,False,Medium,68.5
STU0179,Dr. Tyrone Horgan,dr..tyrone.horgan179@fictional-campus.test,19,Data Analytics,3,G1,62,15,8.1,79.8,4,24,2,56.7,84.0,5,1,6,0,1,False,base,True,5,0,10.6,65.0,38.7,False,Medium,67.5
STU0180,Malcolm Cosgrave-Laverty,malcolm.cosgrave.laverty180@fictional-campus.test,18,Law,1,G2,54,12,6.5,70.1,4,15,4,33.3,54.9,6,3,9,0,0,False,base,True,15,4,10.0,79.7,74.9,True,Low,41.7
STU0181,Frazer Mannion,frazer.mannion181@fictional-campus.test,18,Economics and Finance,1,G1,60,16,6.4,83.3,2,23,6,59.3,62.7,5,3,6,0,1,False,sm,False,2,0,17.8,60.1,40.1,False,Medium,60.8
STU0182,Una Tiernan,una.tiernan182@fictional-campus.test,25,Law,4,G2,38,23,9.0,87.8,3,32,8,59.2,80.2,5,2,3,0,0,False,base,True,22,5,7.9,76.4,73.3,True,Medium,67.1
STU0183,Colin Fealy,colin.fealy183@fictional-campus.test,19,Psychology,1,G2,50,19,4.5,76.4,3,32,8,61.5,66.3,4,0,2,0,0,True,base,True,4,0,5.5,42.9,43.9,False,Medium,58.1
STU0184,Kealan Fegan,kealan.fegan184@fictional-campus.test,19,Business Studies,3,G3,35,20,5.4,87.4,2,26,7,49.4,66.8,7,1,6,0,0,False,base,False,3,3,16.4,35.2,68.5,True,Medium,59.1
STU0185,Ms. Andrea Millea,ms..andrea.millea185@fictional-campus.test,27,Economics and Finance,2,G2,55,18,8.0,87.9,3,23,6,71.8,67.5,4,2,6,1,0,False,base,False,1,0,9.9,83.1,34.1,False,Medium,67.9
STU0186,Erica Tolan,erica.tolan186@fictional-campus.test,18,Engineering,3,G3,40,14,6.4,75.3,2,26,5,38.4,61.3,6,0,0,0,0,False,base,True,17,4,5.0,55.2,80.9,True,Low,51.6
STU0187,Jamie-Leigh Colreavy,jamie.leigh.colreavy187@fictional-campus.test,28,Law,2,G1,12,15,7.0,91.5,2,19,4,60.1,74.7,0,0,1,0,0,False,base,True,4,2,10.5,55.7,45.8,False,Medium,63.9
STU0188,Lloyd McKernon,lloyd.mckernon188@fictional-campus.test,21,Business Studies,2,G3,25,23,6.9,97.1,1,32,6,75.6,92.9,4,1,7,1,0,False,base,True,0,0,5.0,64.6,34.3,False,High,73.8
STU0189,Mr. Shane McGrory,mr..shane.mcgrory189@fictional-campus.test,18,Business Studies,2,G1,61,10,6.2,82.7,2,12,2,63.6,53.9,5,1,3,0,0,False,lg,False,0,1,8.9,43.5,52.2,False,Medium,55.0
STU0190,Abigail McCausland,abigail.mccausland190@fictional-campus.test,20,Data Analytics,4,G3,80,21,6.9,72.7,2,26,5,50.9,43.6,5,1,2,0,0,False,base,True,8,1,9.2,53.8,65.3,True,Low,46.5
STU0191,Kelvin Mohan-Teahan,kelvin.mohan.teahan191@fictional-campus.test,20,Computer Science,2,G2,45,19,7.1,88.4,6,35,2,37.5,76.1,3,0,4,1,0,False,base,False,23,5,15.1,62.7,76.5,True,Medium,56.3
STU0192,Ms. Karley Haugh,ms..karley.haugh192@fictional-campus.test,20,Data Analytics,1,G1,33,13,7.4,78.7,4,20,9,34.3,65.4,7,2,6,1,0,False,base,True,24,5,19.9,62.3,85.9,True,Low,47.1
STU0193,Mairtin Quaide-Brown,mairtin.quaide.brown193@fictional-campus.test,20,Economics and Finance,4,G3,32,21,6.5,88.4,4,25,6,49.1,72.6,4,0,3,0,0,False,base,True,20,4,11.1,63.0,69.7,True,Low,52.0
STU0194,Eryn McReady,eryn.mcready194@fictional-campus.test,20,Psychology,3,G2,74,16,6.5,84.7,3,16,4,57.5,62.1,3,2,6,0,0,False,base,True,0,0,5.0,49.5,34.6,False,Medium,60.7
STU0195,Ms. Stacey O'Keeffe,ms..stacey.okeeffe195@fictional-campus.test,18,Economics and Finance,1,G3,52,14,7.5,86.2,4,28,6,64.1,64.3,5,1,5,2,0,True,base,True,0,1,18.7,62.5,47.1,False,Medium,55.6
STU0196,Troy Storey,troy.storey196@fictional-campus.test,18,Psychology,2,G3,20,17,8.8,87.2,3,23,7,56.2,60.3,4,2,7,1,0,False,base,True,15,3,5.0,89.9,60.8,True,Medium,56.0
STU0197,Kevin Briody,kevin.briody197@fictional-campus.test,24,Engineering,3,G1,48,16,9.3,80.5,2,23,2,57.3,79.5,2,1,4,1,0,False,base,True,7,1,11.4,81.7,50.7,False,Medium,60.1
STU0198,Lucas Duncan,lucas.duncan198@fictional-campus.test,28,Computer Science,2,G3,36,11,6.9,70.6,4,23,6,50.5,61.6,1,1,3,0,0,False,base,True,0,0,14.2,66.7,49.9,False,Low,53.5
STU0199,Dr. Charlotte Claffey,dr..charlotte.claffey199@fictional-campus.test,21,Computer Science,3,G3,14,19,5.6,92.7,3,29,7,73.0,70.3,3,2,5,0,0,False,base,True,0,0,12.9,48.9,40.3,False,Medium,67.5
STU0200,Kane Mackey-Hannon,kane.mackey.hannon200@fictional-campus.test,21,Law,1,G2,46,11,7.2,66.0,4,14,3,29.4,42.2,4,3,5,2,0,False,lg,True,22,4,11.0,67.3,79.1,True,Low,31.5
STU0201,Emma-Louise Marley,emma.louise.marley201@fictional-campus.test,21,Business Studies,4,G1,36,20,8.6,90.2,4,32,3,75.6,74.0,6,2,7,1,0,False,base,True,2,0,11.2,69.1,37.2,False,Medium,60.6
STU0202,Dr. Garrett Monks,dr..garrett.monks202@fictional-campus.test,20,Business Studies,3,G2,11,21,8.9,84.7,3,27,5,82.6,69.0,2,1,6,0,0,False,base,True,0,0,13.3,76.5,40.7,False,High,72.5
STU0203,Cailum O'Mara-Boner,cailum.omara.boner203@fictional-campus.test,20,Economics and Finance,1,G1,21,8,5.4,82.4,5,14,1,50.8,50.2,5,0,1,0,0,False,base,True,14,0,8.5,52.5,45.9,False,Low,42.2
STU0204,Mrs. Faith Heeney,mrs..faith.heeney204@fictional-campus.test,25,Psychology,2,G3,33,22,6.4,81.1,3,32,7,75.3,72.4,3,2,4,0,1,False,lg,True,9,0,14.8,66.7,32.1,False,High,70.8
STU0205,Mr. Arron Burke,mr..arron.burke205@fictional-campus.test,19,Computer Science,1,G1,55,9,6.3,82.5,2,17,1,43.1,56.1,1,1,0,0,0,False,base,True,3,3,14.7,52.0,61.8,True,Low,46.1
STU0206,Declan Borland,declan.borland206@fictional-campus.test,19,Business Studies,1,G1,38,17,7.2,95.4,3,26,4,64.8,74.6,6,0,3,1,0,False,base,True,0,2,8.5,39.3,43.6,False,High,71.0
STU0207,Carolyn Horan-Doohan,carolyn.horan.doohan207@fictional-campus.test,20,Law,4,G3,22,13,6.7,83.7,4,30,5,43.0,70.2,5,1,2,0,0,False,base,True,8,2,12.7,69.2,47.7,False,Medium,63.8
STU0208,Naomh Devereaux Deaueroux,naomh.devereaux.deaueroux208@fictional-campus.test,20,Psychology,1,G3,26,12,7.0,84.4,2,24,6,59.0,49.4,4,1,5,0,0,False,base,True,3,0,9.4,54.8,49.4,False,Low,48.7
STU0209,Codie O'Herlihy-Keenaghan,codie.oherlihy.keenaghan209@fictional-campus.test,19,Law,2,G3,50,15,8.6,73.9,5,20,6,58.5,60.7,4,0,2,1,0,True,base,False,16,3,9.7,81.9,65.1,True,Medium,63.2
STU0210,Dr. Curtis Devereux,dr..curtis.devereux210@fictional-campus.test,20,Law,1,G2,30,18,6.2,83.0,6,26,4,52.4,68.0,7,0,2,0,0,False,base,True,12,2,5.2,58.2,53.1,False,Medium,57.1
STU0211,Mr. Harvey Deery,mr..harvey.deery211@fictional-campus.test,20,Data Analytics,1,G2,5,12,5.3,69.9,4,13,3,47.8,49.6,6,0,1,2,0,False,base,True,11,0,7.8,50.2,52.5,False,Low,48.2
STU0212,Alanis MacDonald-McGinty,alanis.macdonald.mcginty212@fictional-campus.test,19,Computer Science,1,G1,54,15,7.4,73.2,5,29,7,64.8,87.5,5,2,4,0,1,True,base,True,10,0,7.8,75.2,43.9,False,Medium,68.2
STU0213,Patricia Greehy,patricia.greehy213@fictional-campus.test,20,Engineering,1,G1,73,15,6.1,71.0,3,27,5,48.1,71.5,6,2,3,0,0,False,base,True,11,1,6.3,41.8,56.5,True,Medium,60.9
STU0214,Stuart Hunter,stuart.hunter214@fictional-campus.test,23,Marketing,2,G2,58,19,8.5,91.2,6,24,3,71.8,80.3,6,2,7,2,0,False,base,True,10,0,8.9,75.4,34.4,False,High,72.9
STU0215,Graham Diviney,graham.diviney215@fictional-campus.test,22,Computer Science,1,G1,23,16,6.9,67.4,3,31,5,50.6,71.4,7,0,3,0,0,False,base,True,12,1,13.3,52.7,41.6,True,Medium,55.2
STU0216,Mr. Jeffrey Steward,mr..jeffrey.steward216@fictional-campus.test,19,Data Analytics,4,G2,5,22,8.8,84.6,1,31,6,70.5,76.3,0,1,0,1,0,False,lg,False,12,0,5.0,80.6,39.0,False,Medium,67.0
STU0217,Nadia McGarrigle,nadia.mcgarrigle217@fictional-campus.test,22,Computer Science,2,G1,63,15,6.8,94.0,3,25,1,62.9,77.5,4,1,2,0,0,False,base,False,0,2,6.1,54.2,54.7,False,Medium,64.3
STU0218,Peadar McAleavy,peadar.mcaleavy218@fictional-campus.test,21,Law,3,G1,43,15,7.0,100.0,3,18,4,70.0,72.9,2,0,2,0,0,False,lg,True,0,0,14.0,66.8,28.5,False,High,73.7
STU0219,Lloyd Rafter,lloyd.rafter219@fictional-campus.test,18,Data Analytics,1,G2,30,17,6.1,78.5,6,28,5,48.4,76.6,5,2,6,0,0,False,lg,True,10,1,13.8,48.8,54.7,False,Medium,58.2
STU0220,Lyndon McDevitt,lyndon.mcdevitt220@fictional-campus.test,22,Data Analytics,2,G3,32,13,8.2,73.9,5,16,5,49.4,62.6,3,1,4,1,0,False,base,True,15,2,11.3,65.1,63.4,True,Medium,59.4
STU0221,Dr. Connor Mulvenna,dr..connor.mulvenna221@fictional-campus.test,21,Law,2,G2,16,18,7.3,74.6,3,28,5,55.0,58.6,3,0,0,0,1,False,lg,True,4,0,10.1,57.1,44.2,False,Low,52.2
STU0222,Raymond Kilgallon,raymond.kilgallon222@fictional-campus.test,19,Law,3,G2,51,14,8.7,84.5,5,18,4,71.2,65.9,8,1,4,0,0,False,base,True,11,0,13.5,84.2,41.7,False,Medium,59.4
STU0223,Shannon Teahan-Poland,shannon.teahan.poland223@fictional-campus.test,19,Economics and Finance,4,G2,43,18,7.7,70.1,4,34,3,47.2,59.6,6,1,5,0,0,False,base,True,9,3,11.3,80.6,66.6,True,Low,50.6
STU0224,Jena Kilbride,jena.kilbride224@fictional-campus.test,23,Engineering,3,G3,23,18,8.0,78.4,3,29,3,52.5,55.3,3,0,5,0,0,False,lg,False,13,3,19.1,74.1,53.1,False,Low,48.0
STU0225,Tamara Iago,tamara.iago225@fictional-campus.test,22,Economics and Finance,2,G3,43,21,6.1,100.0,6,37,3,60.5,71.2,2,3,2,2,0,False,base,True,0,1,7.3,60.9,36.0,False,High,70.6
STU0226,Mrs. Dionne O'Brazil,mrs..dionne.obrazil226@fictional-campus.test,23,Psychology,2,G2,51,19,6.6,92.9,4,32,7,74.6,76.4,5,1,1,0,1,False,base,True,0,0,10.0,71.1,38.4,False,High,72.5
STU0227,Mitchell McGowern,mitchell.mcgowern227@fictional-campus.test,22,Business Studies,3,G3,5,23,5.1,80.8,4,30,7,58.7,81.6,6,2,3,1,0,True,sm,True,12,0,15.8,47.6,52.1,False,Medium,69.7
STU0228,Alanna Reddin,alanna.reddin228@fictional-campus.test,21,Business Studies,1,G2,51,16,8.1,87.4,6,22,3,71.3,57.1,6,2,9,0,0,False,base,True,10,1,14.8,80.8,44.5,False,Medium,61.5
STU0229,Miss Charlotte Quilty,miss.charlotte.quilty229@fictional-campus.test,27,Marketing,2,G1,19,20,6.9,100.0,5,26,3,58.9,66.5,4,0,1,1,0,False,lg,False,14,2,5.1,67.7,49.8,False,Medium,57.7
STU0230,John Keller,john.keller230@fictional-campus.test,20,Data Analytics,1,G3,29,16,7.2,86.6,3,26,4,59.5,85.3,2,1,5,1,0,False,base,True,17,0,13.7,58.0,42.2,False,Medium,67.3
STU0231,Donna Kinnon,donna.kinnon231@fictional-campus.test,22,Psychology,3,G1,5,14,6.3,84.4,4,21,4,50.8,63.1,4,1,5,0,0,False,base,True,0,2,12.3,54.1,63.6,True,Low,54.5
STU0232,Aideen Shannon,aideen.shannon232@fictional-campus.test,21,Marketing,2,G1,5,10,6.8,65.6,2,11,6,28.0,59.0,4,1,1,0,0,False,base,True,11,2,7.0,61.7,73.1,True,Low,39.1
STU0233,Caleb Howard,caleb.howard233@fictional-campus.test,26,Data Analytics,4,G3,74,16,8.4,68.4,3,26,2,66.6,66.6,3,1,3,1,0,True,base,True,11,0,7.8,63.3,60.7,True,Medium,60.1
STU0234,Dr. Kate Watters,dr..kate.watters234@fictional-campus.test,25,Business Studies,1,G1,5,16,6.0,77.0,2,24,5,48.4,66.4,0,0,0,1,0,False,base,True,10,0,5.0,51.8,38.7,False,Medium,56.4
STU0235,Mr. Neil Rahilly,mr..neil.rahilly235@fictional-campus.test,20,Business Studies,4,G3,76,15,6.2,86.1,4,29,6,63.1,66.2,7,2,3,0,0,False,sm,True,0,1,14.4,55.1,48.6,False,Medium,57.8
